"","Quarter","Gini","Log_SD","Log_Diff"
"1","1974Q1",0.311108220400831,0.625906113015585,1.74523945359316
"2","1974Q2",0.309928950683452,0.626908793310324,1.63314694157527
"3","1974Q3",0.300507331654047,0.594083248294486,1.55059741241117
"4","1974Q4",0.299109901812282,0.584722021346309,1.54044504094715
"5","1975Q1",0.306897177271771,0.598799501582835,1.59330761247251
"6","1975Q2",0.301637955580314,0.58838082388471,1.56814502472208
"7","1975Q3",0.305682824176541,0.589265043267801,1.54020538323397
"8","1975Q4",0.297731593712775,0.56890757885811,1.47098273051052
"9","1976Q1",0.305434163648344,0.577501745963896,1.54311526950303
"10","1976Q2",0.304224510830441,0.581677982142574,1.51639827572599
"11","1976Q3",0.30540368938247,0.590080017878476,1.54779374932289
"12","1976Q4",0.306637972102148,0.587948980232965,1.55075441060601
"13","1977Q1",0.303240981661345,0.58122821920571,1.50730841735772
"14","1977Q2",0.307029547774185,0.581630101023781,1.51618826942084
"15","1977Q3",0.28706389030017,0.547628064584839,1.43451504914576
"16","1977Q4",0.272690088184378,0.511599658895966,1.34155672690786
"17","1978Q1",0.272465913689109,0.502280391188787,1.33181072451851
"18","1978Q2",0.259972168333432,0.50403212285373,1.32922241507608
"19","1978Q3",0.269375401767312,0.513367306330162,1.33020361036135
"20","1978Q4",0.297837805002918,0.589737547478148,1.54121930332057
"21","1979Q1",0.308569980951816,0.608005256367507,1.63175511414934
"22","1979Q2",0.309353790543777,0.606418218550598,1.61923821703239
"23","1979Q3",0.321949038862045,0.641994799044013,1.72118705521755
"24","1979Q4",0.313242451766164,0.61776602080127,1.64406042993155
"25","1980Q1",0.308223614762166,0.602424199652076,1.61706610099522
"26","1980Q2",0.330103009130671,0.629324195115447,1.66513752529163
"27","1980Q3",0.33166410230474,0.65146483123319,1.71858748085055
"28","1980Q4",0.321527617364754,0.621968135738201,1.65315367075352
"29","1981Q1",0.321920774100815,0.619759408419551,1.64910316882653
"30","1981Q2",0.315841240856766,0.602713563627139,1.58938058531256
"31","1981Q3",0.317990216098563,0.597409454842202,1.55875660548608
"32","1981Q4",0.307521758878605,0.590000840730105,1.5672843592041
"33","1982Q1",0.312023216388421,0.583417705438528,1.51282494287026
"34","1982Q2",0.322403505499636,0.610154402225872,1.61542081326483
"35","1982Q3",0.29959385672247,0.560043044662752,1.41639239227717
"36","1982Q4",0.300453087023769,0.569641754731631,1.49438276425964
"37","1983Q1",0.32181693004283,0.598873693221229,1.63566877233616
"38","1983Q2",0.32332238466184,0.611013754620615,1.67432404202628
"39","1983Q3",0.335016640964978,0.623664825484292,1.70513708111058
"40","1983Q4",0.321778967074078,0.605756598240998,1.65436520772245
"41","1984Q1",0.320370568841406,0.607656703599806,1.67292166062675
"42","1984Q2",0.322929052222409,0.625079980060382,1.75286641744501
"43","1984Q3",0.335049455833828,0.641131932227275,1.76245529120427
"44","1984Q4",0.337723507753023,0.641814119068344,1.75824136288968
"45","1985Q1",0.326530506117368,0.630241153125437,1.77404858367867
"46","1985Q2",0.343161291848217,0.655046937507147,1.81747178588861
"47","1985Q3",0.347607325751747,0.665139653306905,1.84977614270942
"48","1985Q4",0.328634398351669,0.63905529792576,1.81326567444902
"49","1986Q1",0.325333302722392,0.621590191988917,1.75372366632278
"50","1986Q2",0.333040745471357,0.639997110779509,1.7614348578144
"51","1986Q3",0.331344515336218,0.635257168194103,1.76450616117488
"52","1986Q4",0.337326995082881,0.648071265566358,1.78021156664016
"53","1987Q1",0.335797263295943,0.6491804389957,1.81315209654649
"54","1987Q2",0.33022997832003,0.634282409379446,1.74379229557196
"55","1987Q3",0.338199073956068,0.660595410585016,1.75852166686339
"56","1987Q4",0.343924500166789,0.676605396140981,1.8439705917382
"57","1988Q1",0.34991485673617,0.67831777462168,1.85389476243977
"58","1988Q2",0.357252835838606,0.700259946453604,1.95880242851822
"59","1988Q3",0.360140905523561,0.710775808992485,1.97296916800099
"60","1988Q4",0.353035698162079,0.702605147889857,1.9385460218159
"61","1989Q1",0.365759877199099,0.721675072225974,1.98031748764306
"62","1989Q2",0.361756722059404,0.710311711769887,1.94153855739382
"63","1989Q3",0.362947707148109,0.714516568655295,1.96670091872439
"64","1989Q4",0.372655190014881,0.740968849062168,2.09648532135969
"65","1990Q1",0.357053640871199,0.722969747320023,1.99920411099916
"66","1990Q2",0.366033032371715,0.725685323620887,2.02094533499823
"67","1990Q3",0.357350814133648,0.72772492061308,2.02229206728595
"68","1990Q4",0.357185134090282,0.713823441198162,1.94233225901293
"69","1991Q1",0.363123021086317,0.741690109389589,1.99487130474337
"70","1991Q2",0.358126984271089,0.699551482709992,1.91359295230119
"71","1991Q3",0.364551590817311,0.719772509643191,1.91194461989968
"72","1991Q4",0.376272693998747,0.723165040806453,1.99075634454648
"73","1992Q1",0.373590798990635,0.728384223755184,1.99405612387628
"74","1992Q2",0.365080669169702,0.709461944959098,1.98007817632493
"75","1992Q3",0.372786175841958,0.715742190783683,1.94181325898954
"76","1992Q4",0.379028786729459,0.736423310561771,1.99320762625338
"77","1993Q1",0.369680562434692,0.701101667449058,1.89517520476643
"78","1993Q2",0.369302490581153,0.706790657958298,1.92384756644684
"79","1993Q3",0.374292594284101,0.706304514174249,1.89258072009252
"80","1993Q4",0.355490691571443,0.687224278456365,1.86872051036418
"81","1994Q1",0.359744937479464,0.704085791849947,1.84316858188433
"82","1994Q2",0.37238582737048,0.720515005777046,1.95572384172141
"83","1994Q3",0.36468515790595,0.701966094033308,1.86999508323413
"84","1994Q4",0.368803848717674,0.717335635584851,1.91551947370794
"85","1995Q1",0.364282904776564,0.71458429642707,1.88847721588643
"86","1995Q2",0.364562326219673,0.708706186153042,1.8683462054516
"87","1995Q3",0.367592922070848,0.710480994579305,1.88781759222357
"88","1995Q4",0.357585642439251,0.690962121324767,1.80200381898123
"89","1996Q1",0.342379624076932,0.673320149552615,1.7535622362893
"90","1996Q2",0.356198136831094,0.690572622716936,1.82242194102555
"91","1996Q3",0.355355813753301,0.686375785691475,1.8068448280946
"92","1996Q4",0.349486379732405,0.683915048313065,1.78348118227025
"93","1997Q1",0.390613473675358,0.770057870497169,2.02966706687674
"94","1997Q2",0.35881454162193,0.716071517389899,1.85299725315245
"95","1997Q3",0.36692339127856,0.728185480921579,1.88106897091619
"96","1997Q4",0.365991339242287,0.721734643079401,1.95764560537485
"97","1998Q1",0.377526580352795,0.725704821792793,1.95302574256011
"98","1998Q2",0.367191707575402,0.713763082772897,1.89524204908053
"99","1998Q3",0.370059582038534,0.725338108405436,1.91614801868865
"100","1998Q4",0.357751763462391,0.709073827118683,1.83018103028679
"101","1999Q1",0.375702346412778,0.746619572898926,2.01226362854413
"102","1999Q2",0.380710475264778,0.740917557510834,1.92732887972462
"103","1999Q3",0.369591834798468,0.713029434115741,1.82150031983727
"104","1999Q4",0.372487737562348,0.721193290901305,1.86773378854256
"105","2000Q1",0.394169212252709,0.759611200022105,1.95456225277879
"106","2000Q2",0.373410276351427,0.730031980531325,1.87647240628259
"107","2000Q3",0.368568667151115,0.732022148583803,1.91692261218206
"108","2000Q4",0.38887994754378,0.758040152024325,1.99705766022225
"subset_df[[income_var]]3","2001Q1",0.397430612984109,0.785315380512243,2.02746281332877
"subset_df[[income_var]]","2001Q2",0.415356210123869,0.840713047027333,2.04154614230388
"subset_df[[income_var]]1","2001Q3",0.39952780583226,0.810417624077593,1.9820181152063
"subset_df[[income_var]]2","2001Q4",0.394708849226943,0.804212043379849,2.03823683210829
"subset_df[[income_var]]11","2002Q1",0.395038715589808,0.778396845958072,2.02115858144371
"subset_df[[income_var]]31","2002Q2",0.398360539983613,0.798478269734434,2.00395099892101
"subset_df[[income_var]]4","2002Q3",0.365160438976386,0.752112608959217,1.90935063215726
"subset_df[[income_var]]21","2002Q4",0.372188790029964,0.767570182250404,1.89916803975263
"subset_df[[income_var]]5","2003Q1",0.401653208524391,0.841074705664937,2.00422864922677
"subset_df[[income_var]]12","2003Q2",0.389598098565812,0.77183239712406,1.98402842885622
"subset_df[[income_var]]32","2003Q3",0.384962144284363,0.791388576350261,1.8648535080062
"subset_df[[income_var]]22","2003Q4",0.384355531984645,0.77257784597898,1.90264473576553
"subset_df[[income_var]]6","2004Q1",0.379960130356969,0.771729517878101,1.97038981178291
"subset_df[[income_var]]33","2004Q2",0.376340521057275,0.760630161504009,1.95093222969434
"subset_df[[income_var]]23","2004Q3",0.387278159364698,0.745870179860343,1.93179966107444
"subset_df[[income_var]]13","2004Q4",0.401131063150168,0.77311967357419,1.96488776854836
"subset_df[[income_var]]34","2005Q1",0.379187417391102,0.745014495511379,1.88851110600117
"subset_df[[income_var]]14","2005Q2",0.395144713131852,0.782487059270107,1.96886421371315
"subset_df[[income_var]]7","2005Q3",0.408999990025849,0.83624979795814,2.01769061913159
"subset_df[[income_var]]24","2005Q4",0.391683404295539,0.779820491657024,1.9904358896132
"subset_df[[income_var]]15","2006Q1",0.367284919962117,0.757494672022842,1.9904358896132
"subset_df[[income_var]]8","2006Q2",0.349172545415001,0.719527634162272,1.93298877593437
"subset_df[[income_var]]35","2006Q3",0.357233748044035,0.739854111485332,1.94087246732118
"subset_df[[income_var]]25","2006Q4",0.361113956552982,0.766926080161437,1.96667058512945
"subset_df[[income_var]]16","2007Q1",0.358680097660504,0.741959147244155,1.9009514780846
"subset_df[[income_var]]36","2007Q2",0.35122047015204,0.790757711226539,1.91695931758653
"subset_df[[income_var]]9","2007Q3",0.363172301965103,0.768534926411497,1.99250048868158
"subset_df[[income_var]]26","2007Q4",0.346886640016343,0.770507460951015,1.85247678912849
"subset_df[[income_var]]37","2008Q1",0.367747121464223,0.752963969443698,1.98384911917314
"subset_df[[income_var]]27","2008Q2",0.371418408044376,0.775564075970459,2.06728858206633
"subset_df[[income_var]]17","2008Q3",0.361872227619011,0.744183780371497,1.98255889619954
"subset_df[[income_var]]10","2008Q4",0.368571292313613,0.773539130439895,1.95071255890054
"subset_df[[income_var]]18","2009Q1",0.352061393050228,0.747309815866035,1.90512075307116
"subset_df[[income_var]]38","2009Q2",0.364963921855084,0.743715521301405,1.91470710204902
"subset_df[[income_var]]19","2009Q3",0.360599676236022,0.747301944935964,1.91841859988704
"subset_df[[income_var]]28","2009Q4",0.358594648474416,0.743205424628447,1.95620934861762
"subset_df[[income_var]]29","2010Q1",0.36081271469994,0.736398715365191,1.88824687809085
"subset_df[[income_var]]39","2010Q2",0.370598770917827,0.777563410955151,1.95778394922516
"subset_df[[income_var]]20","2010Q3",0.364598712732661,0.723363784609701,1.94484624535388
"subset_df[[income_var]]110","2010Q4",0.361751319056683,0.738512767911144,1.8343296566164
"subset_df[[income_var]]210","2011Q1",0.352986656248998,0.751053641839722,1.91463954636246
"subset_df[[income_var]]30","2011Q2",0.355070380487996,0.712571588106878,1.8503624213507
"subset_df[[income_var]]310","2011Q3",0.356402768943483,0.724531663454262,1.88691977735972
"subset_df[[income_var]]111","2011Q4",0.351519964693885,0.79513990825438,1.80762822143549
"subset_df[[income_var]]211","2012Q1",0.351214823968264,0.757016312847377,1.88645874338814
"subset_df[[income_var]]112","2012Q2",0.364725093525117,0.77181795399232,1.92286936761965
"subset_df[[income_var]]40","2012Q3",0.35256828360976,0.711292648379786,1.83548959059591
"subset_df[[income_var]]311","2012Q4",0.348111737755963,0.710143648827918,1.88335618794739
"subset_df[[income_var]]41","2013Q1",0.356687962352078,0.748763209964715,1.84556096113005
"subset_df[[income_var]]113","2013Q2",0.344471368161491,0.704025882200121,1.76468463271397
"subset_df[[income_var]]312","2013Q3",0.354842270701907,0.813002021211994,1.90043781357168
"subset_df[[income_var]]212","2013Q4",0.360001681741067,0.788062985911541,1.97135275115085
"subset_df[[income_var]]313","2014Q1",0.341627410756599,0.702328400575843,1.78912781754087
"subset_df[[income_var]]42","2014Q2",0.352578249295505,0.717574356933903,1.84445487494119
"subset_df[[income_var]]114","2014Q3",0.351996466366066,0.739563945993652,1.85842132185215
"subset_df[[income_var]]213","2014Q4",0.354627588135074,0.780675987451976,1.89578068096226
"subset_df[[income_var]]43","2015Q1",0.340663795610634,0.724073422558352,1.76730119119601
"subset_df[[income_var]]214","2015Q2",0.358257459989538,0.716797486482545,1.91236069384095
"subset_df[[income_var]]115","2015Q3",0.338600610124364,0.746369134088482,1.73602947039989
"subset_df[[income_var]]314","2015Q4",0.347498852179341,0.727832542734023,1.80382634156459
"subset_df[[income_var]]315","2016Q1",0.338478899506327,0.692032874910555,1.77253218417297
"subset_df[[income_var]]44","2016Q2",0.355641939630519,0.731322064151885,1.89283087463282
"subset_df[[income_var]]215","2016Q3",0.344972113681082,0.811635324311449,1.86034196676567
"subset_df[[income_var]]116","2016Q4",0.34520610435728,0.707735736399287,1.8217481374551
"subset_df[[income_var]]117","2017Q1",0.355994711462107,0.811790510765129,1.86581430136382
"subset_df[[income_var]]316","2017Q2",0.34962316765071,0.730468436878121,1.8507546873301
"subset_df[[income_var]]216","2017Q3",0.352883887229476,0.719702102390669,1.83372576780751
"subset_df[[income_var]]45","2017Q4",0.349637823994965,0.721525202319038,1.81546998562947
"subset_df[[income_var]]317","2018Q1",0.353507716913055,0.75409620362821,1.8474690506797
"subset_df[[income_var]]118","2018Q2",0.347982068520304,0.775395159064722,1.85574479553741
"subset_df[[income_var]]46","2018Q3",0.346391874918737,0.695795984006454,1.77726175443584
"subset_df[[income_var]]217","2018Q4",0.35188526016012,0.742416860058375,1.88200927412941
"subset_df[[income_var]]218","2019Q1",0.350509012194499,0.814975223294041,1.84298455255058
"subset_df[[income_var]]119","2019Q2",0.35504395064028,0.828027020315308,1.87518101995196
"subset_df[[income_var]]47","2019Q3",0.349481895853786,0.788244389326918,1.83662230769826
"subset_df[[income_var]]318","2019Q4",0.336328996548755,0.739472936396377,1.6816240493074
"subset_df[[income_var]]219","2020Q1",0.334980455590991,0.714413782440452,1.706378428971
"subset_df[[income_var]]319","2020Q2",0.33940392909365,0.716593055544465,1.75739191754258
"subset_df[[income_var]]120","2020Q3",0.33237393365428,0.752678651604161,1.70940763080242
"subset_df[[income_var]]48","2020Q4",0.338310660140326,0.763738288125279,1.75366557279613
